0,0,0,0,0,0,0,0,0,0
0.0054144,0.0017891,0.00051883,0.00012874,2.7201e-05,0.9999,0.99977,0.99929,0.99755,0.99141
0.0051023,0.0017122,0.00053162,0.00015935,4.7161e-05,0.99989,0.99974,0.99923,0.99745,0.99121
0.0060852,0.0022821,0.00080959,0.00026658,7.874e-05,0.99997,0.99996,0.99994,0.9998,0.99887
0.0056375,0.0020198,0.00069521,0.00023109,7.1865e-05,0.99996,0.99995,0.99993,0.99981,0.99907
0.005969,0.002162,0.00073058,0.00023425,7.14e-05,0.99996,0.99995,0.99993,0.99981,0.99907
0.006147,0.0022252,0.00073464,0.00022758,6.8748e-05,0.9999,0.9999,0.99993,0.99981,0.99906
0.0063335,0.0024406,0.0009423,0.00037493,0.00014452,0.99991,0.9999,0.99993,0.9998,0.99905
0.0060659,0.0023355,0.00089625,0.00035306,0.00013824,0.9999,0.99995,0.99993,0.99979,0.99903
0.0057206,0.0021289,0.00081182,0.00032684,0.00013219,0.99996,0.99995,0.99992,0.99978,0.99901
0.006344,0.0025601,0.0010489,0.00043459,0.00017065,0.9999,0.99996,0.99996,0.99994,0.99979
0.006453,0.0025336,0.0010074,0.00041248,0.00016457,0.99996,0.99996,0.99995,0.99993,0.99979
0.0059879,0.0023329,0.00093218,0.0003882,0.00015884,0.99996,0.99995,0.99995,0.99993,0.99978
0.0064984,0.0026033,0.0010607,0.00043654,0.00017153,0.9999,0.99996,0.99995,0.99993,0.99979
0.0063113,0.0025181,0.0010289,0.00042306,0.0001676,0.99996,0.99996,0.99995,0.99993,0.99982
0.0063901,0.0025163,0.0009961,0.00040501,0.0001628,0.99996,0.99995,0.99995,0.99993,0.99981
0.0061113,0.0023687,0.00093684,0.00038579,0.00015825,0.99995,0.99995,0.99995,0.99993,0.99981
0.0065396,0.0025991,0.0010299,0.00040938,0.00016149,0.99991,0.9999,0.99995,0.99994,0.99982
0.0064671,0.0025626,0.0010036,0.00039675,0.00015787,0.9999,0.99996,0.99995,0.99993,0.99982
0.0062596,0.0024123,0.00094428,0.00037959,0.00015397,0.99996,0.99995,0.99995,0.99993,0.99981
0.0067621,0.0028898,0.0013493,0.00070585,0.00038429,0.9999,0.9999,0.99995,0.99993,0.99982
0.0064779,0.0027557,0.0012882,0.00068195,0.0003769,0.9999,0.99996,0.99995,0.99993,0.99981
0.0064644,0.0026633,0.0012315,0.00065958,0.00036991,0.99996,0.99995,0.99995,0.99993,0.99981
0.0066452,0.0027945,0.0012771,0.00066082,0.00036615,0.99997,0.99997,0.99996,0.99995,0.99983
0.0065412,0.0027394,0.0012439,0.00064328,0.00035997,0.99997,0.99997,0.99996,0.99994,0.99983
0.0063512,0.0026114,0.0011889,0.00062376,0.00035388,0.99997,0.99997,0.99996,0.99994,0.99983
0.0069895,0.0031188,0.0015524,0.00086155,0.00048567,0.99997,0.99997,0.99996,0.99995,0.99983
0.0067806,0.0029974,0.001493,0.00083691,0.0004776,0.99997,0.99997,0.99996,0.99994,0.99983
0.0065181,0.0028494,0.0014328,0.00081349,0.00046987,0.99997,0.99997,0.99996,0.99994,0.99982
0.0068344,0.002988,0.0014539,0.0008036,0.00046356,0.99997,0.99997,0.99996,0.99994,0.99982
0.0068373,0.0029532,0.0014166,0.00078373,0.00045647,0.99997,0.99996,0.99996,0.99994,0.99982
0.0064572,0.0027988,0.0013619,0.00076314,0.00044957,0.99997,0.99996,0.99996,0.99994,0.99981
0.0063138,0.0026863,0.0013113,0.00074355,0.00044292,0.99996,0.99996,0.99996,0.99994,0.99981
0.0069224,0.0031006,0.0015552,0.00086564,0.00049211,0.99997,0.99997,0.99996,0.99994,0.99982
