0.18518,0.18972,0.29484,0.44916,0.6039
0.18005,0.18263,0.28358,0.4313,0.58311
0.17532,0.17609,0.27313,0.41454,0.56309
0.17094,0.17004,0.26342,0.39878,0.54385
0.16687,0.16441,0.25436,0.38396,0.52538
0.16307,0.15917,0.24589,0.36999,0.50766
0.1595,0.15428,0.23796,0.35684,0.49068
0.15615,0.14969,0.23052,0.34442,0.47443
0.15299,0.14538,0.22351,0.33269,0.45886
0.15,0.14133,0.21691,0.3216,0.44396
0.14716,0.1375,0.21067,0.31111,0.42971
0.14447,0.13388,0.20477,0.30117,0.41607
0.14191,0.13046,0.19918,0.29173,0.40303
0.13946,0.12721,0.19387,0.28279,0.39055
0.13713,0.12411,0.18884,0.27428,0.37861
0.1349,0.12118,0.18404,0.26619,0.36719
0.13276,0.11838,0.17947,0.25849,0.35625
0.13071,0.11571,0.17511,0.25115,0.34578
0.12873,0.11316,0.17095,0.24415,0.33576
0.12684,0.11071,0.16697,0.23748,0.32616
0.12501,0.10837,0.16316,0.23109,0.31695
0.12324,0.10613,0.15951,0.225,0.30813
0.12154,0.10398,0.15601,0.21916,0.29967
0.11989,0.10191,0.15266,0.21357,0.29156
0.1183,0.099915,0.14943,0.20822,0.28377
0.11676,0.098005,0.14633,0.20308,0.27629
0.11527,0.096165,0.14334,0.19816,0.2691
0.11383,0.094391,0.14047,0.19342,0.2622
0.11243,0.092679,0.1377,0.18888,0.25557
0.11107,0.091027,0.13503,0.18451,0.24919
0.10975,0.089431,0.13245,0.1803,0.24305
0.10847,0.087889,0.12996,0.17625,0.23714
0.10722,0.086396,0.12755,0.17235,0.23144
0.10601,0.084947,0.12523,0.16859,0.22596
0.10483,0.083549,0.12298,0.16497,0.22068
0.10367,0.082194,0.12081,0.16147,0.21558
0.10255,0.08088,0.11869,0.15809,0.21067
0.10146,0.079605,0.11665,0.15483,0.20592
0.10039,0.078368,0.11467,0.15168,0.20134
0.099352,0.077167,0.11275,0.14863,0.19692
0.098336,0.076,0.11089,0.14568,0.19264
0.097343,0.074866,0.10908,0.14283,0.18851
0.096373,0.073763,0.10732,0.14007,0.18451
0.095425,0.072691,0.10561,0.13738,0.18065
0.094499,0.071647,0.10396,0.13479,0.17691
0.093592,0.070627,0.10234,0.13228,0.17329
0.092705,0.069636,0.10078,0.12984,0.16978
0.091837,0.068672,0.099249,0.12747,0.16639
0.090987,0.067732,0.097763,0.12518,0.1631
0.090148,0.066816,0.09631,0.12295,0.1599
0.089333,0.065922,0.094899,0.12078,0.15681
0.088534,0.06505,0.093525,0.11867,0.15381
0.087751,0.0642,0.092185,0.11663,0.15089
0.086984,0.063369,0.090879,0.11464,0.14806
0.086231,0.062557,0.089605,0.1127,0.14532
0.085492,0.061765,0.088362,0.11082,0.14265
0.084768,0.06099,0.087148,0.10898,0.14005
0.084056,0.060233,0.085963,0.1072,0.13754
0.083358,0.059493,0.0848,0.10546,0.13509
0.082673,0.058769,0.08367,0.10377,0.1327
0.081999,0.058061,0.082566,0.10212,0.13039
0.081338,0.057369,0.081487,0.10051,0.12813
0.080688,0.056691,0.080432,0.098942,0.12594
0.080049,0.056023,0.0794,0.097413,0.1238
0.079422,0.055373,0.078391,0.095921,0.12172
0.078805,0.054737,0.077404,0.094463,0.11969
0.078198,0.054114,0.076438,0.093037,0.11771
0.077601,0.053503,0.075492,0.09165,0.11579
0.077015,0.052905,0.074566,0.090296,0.11391
0.076437,0.052318,0.07366,0.088973,0.11208
0.075869,0.051743,0.072769,0.08768,0.11029
0.07531,0.051179,0.0719,0.086417,0.10855
0.07476,0.050626,0.071048,0.085182,0.10685
0.074218,0.050083,0.070213,0.083973,0.10519
0.073684,0.04955,0.069394,0.082793,0.10357
0.073159,0.049028,0.068592,0.081638,0.10199
0.072642,0.048515,0.067806,0.080508,0.10045
0.072132,0.048011,0.067034,0.079403,0.098936
0.071631,0.047517,0.066278,0.078322,0.097462
0.071136,0.047031,0.065535,0.077259,0.096021
0.070649,0.046554,0.064807,0.076223,0.094611
0.070168,0.046086,0.064092,0.075208,0.093234
0.069695,0.045625,0.06339,0.074214,0.091888
0.069228,0.045173,0.062699,0.07324,0.090571
0.068768,0.044729,0.062023,0.072286,0.089282
0.068314,0.044292,0.061359,0.071352,0.088022
0.067867,0.043859,0.060707,0.070436,0.086784
0.067426,0.043434,0.060067,0.069536,0.085577
0.06699,0.043019,0.059437,0.068651,0.084395
0.066561,0.042611,0.058819,0.067789,0.083238
0.066137,0.042209,0.058211,0.066942,0.082105
0.065719,0.041814,0.057614,0.066112,0.080995
0.065307,0.041425,0.057027,0.065298,0.079906
0.064899,0.041043,0.05645,0.064499,0.07884
0.064497,0.040666,0.055883,0.063715,0.077796
0.064096,0.040296,0.055325,0.062945,0.076773
0.063704,0.039931,0.054776,0.06219,0.07577
0.063318,0.039572,0.054236,0.061448,0.074783
0.062936,0.039218,0.053705,0.06072,0.073819
0.06256,0.03887,0.053183,0.060004,0.072874
0.062188,0.038527,0.052669,0.059302,0.071946
