1,1,1
0.97383,0.99558,0.9998
0.9191,0.97472,0.99733
0.8543,0.93429,0.98602
0.78829,0.87582,0.95742
0.72551,0.80351,0.90512
0.66774,0.72328,0.82779
0.61557,0.64129,0.73081
0.56894,0.56251,0.62446
0.52736,0.49012,0.51976
0.49035,0.42572,0.42479
0.45737,0.3696,0.34354
0.42789,0.32136,0.27667
0.40152,0.28022,0.22291
0.37784,0.24526,0.18023
0.3565,0.21554,0.14653
0.33719,0.19028,0.1199
0.31968,0.16874,0.098815
0.30375,0.15031,0.082031
0.2892,0.13448,0.068586
0.27588,0.12083,0.057746
0.26364,0.109,0.048944
0.25237,0.098705,0.041749
0.24196,0.089711,0.035826
0.23232,0.081814,0.030919
0.22337,0.074859,0.026829
0.21505,0.068705,0.023396
0.2073,0.063234,0.020502
0.20005,0.058365,0.018045
0.19327,0.054009,0.015951
0.18691,0.050101,0.014156
0.18094,0.046578,0.012611
0.17532,0.043403,0.011275
0.17002,0.040527,0.010114
0.16502,0.037917,0.0091025
0.16029,0.03554,0.008216
0.15582,0.033372,0.007438
0.15157,0.031386,0.0067521
0.14755,0.029568,0.0061454
0.14372,0.027898,0.0056067
0.14008,0.026361,0.0051277
0.13662,0.024942,0.0047002
0.13332,0.023632,0.0043175
0.13017,0.022418,0.003974
0.12716,0.021292,0.0036652
0.12429,0.020247,0.0033868
0.12153,0.019274,0.0031352
0.1189,0.018368,0.0029072
0.11637,0.017523,0.0027001
0.11394,0.016732,0.002512
0.11161,0.015993,0.0023405
0.10938,0.0153,0.002184
0.10722,0.01465,0.0020407
0.10515,0.01404,0.0019095
0.10316,0.013465,0.0017889
0.10123,0.012923,0.0016782
0.099381,0.012414,0.0015762
0.097593,0.011933,0.0014822
0.095866,0.01148,0.0013954
0.094199,0.011051,0.0013151
0.092587,0.010645,0.0012407
0.091028,0.01026,0.0011717
0.08952,0.0098955,0.0011076
0.08806,0.0095497,0.0010481
0.086646,0.0092212,0.00099249
0.085276,0.008909,0.00094086
0.083948,0.0086121,0.00089268
0.08266,0.0083295,0.00084769
0.08141,0.0080603,0.00080562
0.080196,0.0078037,0.00076624
0.079018,0.0075589,0.00072935
0.077873,0.0073252,0.00069476
0.076761,0.007102,0.00066229
0.075679,0.0068876,0.00063177
0.074627,0.0066836,0.00060308
0.073604,0.0064884,0.00057608
0.072607,0.0063015,0.00055064
0.071637,0.0061224,0.00052666
0.070692,0.0059507,0.00050403
0.069771,0.0057859,0.00048266
0.068874,0.0056278,0.00046242
0.067999,0.005476,0.00044333
0.067146,0.0053302,0.00042526
0.066314,0.00519,0.00040815
0.065502,0.0050552,0.00039194
0.064709,0.0049255,0.00037656
0.063935,0.0048006,0.00036196
0.063179,0.0046804,0.00034811
0.06244,0.0045645,0.00033494
0.061719,0.0044529,0.00032242
0.061013,0.0043452,0.00031051
0.060324,0.0042413,0.00029917
0.05965,0.0041411,0.00028838
0.05899,0.0040443,0.00027809
0.058345,0.0039509,0.00026828
0.057713,0.0038606,0.00025892
0.057095,0.0037733,0.00024998
0.05649,0.0036889,0.00024145
0.055897,0.0036072,0.0002333
0.055312,0.0035283,0.00022551
0.054744,0.0034518,0.00021806
