1,1,1,1,1
0.97383,0.99213,0.99675,0.99837,0.99907
0.9191,0.97054,0.98728,0.99359,0.99636
0.8543,0.9389,0.97194,0.98576,0.9919
0.78829,0.90052,0.95143,0.975,0.98572
0.72551,0.85821,0.92656,0.9615,0.97782
0.66774,0.814,0.89819,0.94545,0.96819
0.61557,0.76932,0.8672,0.92724,0.95701
0.56894,0.7253,0.83434,0.90707,0.94418
0.52736,0.68267,0.80044,0.8852,0.9299
0.49035,0.64196,0.76597,0.86202,0.91421
0.45737,0.60334,0.73148,0.83773,0.8972
0.42789,0.56698,0.69738,0.8127,0.87895
0.40152,0.53292,0.66398,0.7871,0.85969
0.37784,0.50114,0.63153,0.7612,0.83948
0.3565,0.47155,0.60026,0.73526,0.81854
0.33719,0.44405,0.57017,0.70938,0.79695
0.31968,0.41852,0.5414,0.68376,0.7749
0.30375,0.39482,0.51398,0.65853,0.75257
0.2892,0.37284,0.48792,0.63381,0.73002
0.27588,0.35244,0.46322,0.60972,0.70743
0.26364,0.33351,0.43985,0.58627,0.6849
0.25237,0.31589,0.41777,0.56354,0.66255
0.24196,0.29954,0.39694,0.54156,0.64047
0.23232,0.28434,0.37729,0.52037,0.61878
0.22337,0.27019,0.35878,0.49997,0.59747
0.21505,0.257,0.34134,0.48037,0.57663
0.2073,0.2447,0.32489,0.46157,0.55632
0.20005,0.23321,0.30944,0.44355,0.53658
0.19327,0.22247,0.29489,0.42631,0.51742
0.18691,0.21242,0.28119,0.40981,0.49887
0.18094,0.20301,0.26829,0.39405,0.48095
0.17532,0.19418,0.25614,0.379,0.46365
0.17002,0.1859,0.24469,0.36461,0.44698
0.16502,0.17811,0.2339,0.35089,0.43094
0.16029,0.17079,0.22372,0.33781,0.41552
0.15582,0.1639,0.21412,0.32533,0.40071
0.15157,0.1574,0.20505,0.31342,0.38649
0.14755,0.15127,0.19649,0.30206,0.37283
0.14372,0.14549,0.1884,0.29122,0.35977
0.14008,0.14002,0.18075,0.28088,0.34724
0.13662,0.13484,0.17352,0.27102,0.33525
0.13332,0.12994,0.16667,0.2616,0.32377
0.13017,0.12528,0.16018,0.25262,0.31278
0.12716,0.12088,0.15403,0.24402,0.30226
0.12429,0.1167,0.1482,0.23583,0.29219
0.12153,0.11273,0.14264,0.228,0.28255
0.1189,0.10896,0.13739,0.22052,0.27333
0.11637,0.10537,0.13241,0.21337,0.26449
0.11394,0.10195,0.12767,0.20653,0.25604
0.11161,0.098697,0.12316,0.19999,0.24796
0.10938,0.095591,0.11887,0.19373,0.24021
0.10722,0.092628,0.11479,0.18773,0.2328
0.10515,0.089799,0.11089,0.182,0.2257
0.10316,0.087096,0.10719,0.17649,0.2189
0.10123,0.084512,0.10365,0.17122,0.21238
0.099381,0.08204,0.10027,0.16616,0.20613
0.097593,0.079673,0.097048,0.16132,0.20014
0.095866,0.077407,0.093969,0.15667,0.19438
0.094199,0.075235,0.091021,0.15221,0.18887
0.092587,0.073152,0.088207,0.14792,0.18358
0.091028,0.071153,0.085514,0.1438,0.1785
0.08952,0.069235,0.082937,0.13984,0.17362
0.08806,0.067391,0.080468,0.13604,0.16893
0.086646,0.065621,0.078103,0.13238,0.16443
0.085276,0.063919,0.075835,0.12886,0.1601
0.083948,0.062268,0.07366,0.12547,0.15593
0.08266,0.060693,0.071573,0.1222,0.15193
0.08141,0.059177,0.069569,0.11906,0.14806
0.080196,0.057717,0.067645,0.11603,0.14435
0.079018,0.05631,0.065796,0.11311,0.14078
0.077873,0.054953,0.064019,0.1103,0.13733
0.076761,0.053645,0.06231,0.10758,0.13401
0.075679,0.052382,0.060665,0.10496,0.13081
0.074627,0.051164,0.059083,0.10244,0.12772
0.073604,0.049987,0.057559,0.099995,0.12474
0.072607,0.04885,0.056091,0.097636,0.12186
0.071637,0.047751,0.054673,0.095357,0.11909
0.070692,0.046689,0.05331,0.093154,0.1164
0.069771,0.045661,0.051995,0.091024,0.11381
0.068874,0.044667,0.050726,0.088964,0.11131
0.067999,0.043705,0.049502,0.086971,0.10889
0.067146,0.042774,0.048321,0.085037,0.10655
0.066314,0.041872,0.047179,0.08317,0.10428
0.065502,0.040998,0.046077,0.081363,0.10208
0.064709,0.040151,0.045011,0.079611,0.099957
0.063935,0.03933,0.043981,0.077914,0.097901
0.063179,0.038533,0.042985,0.07627,0.095908
0.06244,0.037761,0.042021,0.074675,0.093978
0.061719,0.037011,0.041089,0.073129,0.092106
0.061013,0.036284,0.040186,0.071629,0.090291
0.060324,0.035578,0.039312,0.070173,0.08853
0.05965,0.034892,0.038465,0.068761,0.086822
0.05899,0.034225,0.037645,0.067389,0.085164
0.058345,0.033578,0.03685,0.066057,0.083554
0.057713,0.032949,0.036079,0.064764,0.081987
0.057095,0.032337,0.035332,0.063507,0.080469
0.05649,0.031742,0.034607,0.062286,0.078993
0.055897,0.031163,0.033904,0.061098,0.077559
0.055312,0.0306,0.033221,0.059944,0.076165
0.054744,0.030052,0.032558,0.058821,0.074809
