1,1,1,1,1
0.9998,0.99993,0.99996,0.99999,0.99997
0.99733,0.99985,0.99995,0.99996,0.99995
0.98602,0.99934,0.99989,0.99993,0.99993
0.95742,0.9979,0.99968,0.99985,0.99993
0.90512,0.99463,0.99922,0.9998,0.99989
0.82779,0.98872,0.99833,0.99957,0.99985
0.73081,0.97923,0.99682,0.99926,0.99974
0.62446,0.96526,0.99446,0.9987,0.99957
0.51976,0.94613,0.99105,0.9979,0.99934
0.42479,0.92137,0.98635,0.9967,0.99898
0.34354,0.89084,0.98006,0.99512,0.9985
0.27667,0.85471,0.97206,0.99303,0.9979
0.22291,0.81357,0.96212,0.9903,0.99705
0.18023,0.76823,0.95008,0.98695,0.99596
0.14653,0.71985,0.93584,0.98285,0.99463
0.1199,0.66964,0.9193,0.9779,0.99303
0.098815,0.61882,0.90049,0.97206,0.99105
0.082031,0.56854,0.87941,0.96526,0.98872
0.068586,0.51976,0.85614,0.95742,0.98602
0.057746,0.47323,0.83089,0.94851,0.98285
0.048944,0.42946,0.80381,0.9385,0.97923
0.041749,0.38881,0.77517,0.92736,0.97509
0.035826,0.35141,0.74524,0.91508,0.97044
0.030919,0.31727,0.71434,0.90165,0.96526
0.026829,0.28631,0.68276,0.88709,0.95947
0.023396,0.25836,0.65083,0.87143,0.95311
0.020502,0.23324,0.61882,0.85471,0.94613
0.018045,0.21069,0.58704,0.83699,0.9385
0.015951,0.19051,0.55571,0.81835,0.93027
0.014156,0.17246,0.52508,0.79886,0.92137
0.012611,0.15632,0.49531,0.77862,0.91183
0.011275,0.14189,0.46656,0.75771,0.90165
0.010114,0.12899,0.43893,0.73625,0.89084
0.0091025,0.11745,0.41251,0.71434,0.87941
0.008216,0.10711,0.38737,0.6921,0.86735
0.007438,0.097834,0.36351,0.66964,0.85471
0.0067521,0.089513,0.34096,0.64706,0.84152
0.0061454,0.082031,0.31969,0.62446,0.82779
0.0056067,0.075294,0.29969,0.60195,0.81357
0.0051277,0.069223,0.28091,0.57962,0.79886
0.0047002,0.06374,0.26332,0.55754,0.78375
0.0043175,0.058783,0.24686,0.5358,0.76823
0.003974,0.05429,0.23148,0.51447,0.75239
0.0036652,0.050217,0.21712,0.49359,0.73625
0.0033868,0.046515,0.20371,0.47323,0.71985
0.0031352,0.043148,0.19122,0.45341,0.70326
0.0029072,0.040077,0.17957,0.43417,0.6865
0.0027001,0.037277,0.16871,0.41556,0.66964
0.002512,0.034715,0.1586,0.39757,0.65271
0.0023405,0.032372,0.14917,0.38022,0.63575
0.002184,0.030224,0.14039,0.36351,0.61882
0.0020407,0.028251,0.1322,0.34745,0.60195
0.0019095,0.026439,0.12457,0.33205,0.58518
0.0017889,0.02477,0.11745,0.31727,0.56854
0.0016782,0.023231,0.11081,0.30313,0.55207
0.0015762,0.021812,0.10461,0.2896,0.5358
0.0014822,0.020502,0.098815,0.27667,0.51976
0.0013954,0.019289,0.093409,0.26433,0.50397
0.0013151,0.018165,0.088355,0.25254,0.48845
0.0012407,0.017124,0.083625,0.24131,0.47323
0.0011717,0.016157,0.079202,0.23061,0.45831
0.0011076,0.015258,0.075058,0.22041,0.44372
0.0010481,0.014422,0.071178,0.21069,0.42946
0.00099249,0.013644,0.067541,0.20144,0.41556
0.00094086,0.012918,0.064127,0.19264,0.402
0.00089268,0.012241,0.060925,0.18427,0.38881
0.00084769,0.011609,0.057917,0.1763,0.37598
0.00080562,0.011017,0.055088,0.16871,0.36351
0.00076624,0.010464,0.052431,0.1615,0.35141
0.00072935,0.0099454,0.049931,0.15464,0.33967
0.00069476,0.0094596,0.047575,0.14811,0.32829
0.00066229,0.0090037,0.045357,0.14189,0.31727
0.00063177,0.0085748,0.043267,0.13598,0.30661
0.00060308,0.0081725,0.041295,0.13036,0.29628
0.00057608,0.0077942,0.039433,0.125,0.28631
0.00055064,0.007438,0.037676,0.1199,0.27667
0.00052666,0.0071024,0.036016,0.11505,0.26736
0.00050403,0.0067861,0.034444,0.11043,0.25836
0.00048266,0.0064876,0.03296,0.10603,0.24969
0.00046242,0.0062058,0.031555,0.10183,0.24131
0.00044333,0.0059392,0.030224,0.097834,0.23324
0.00042526,0.0056875,0.028962,0.094026,0.22544
0.00040815,0.0054494,0.027767,0.090395,0.21793
0.00039194,0.005224,0.026633,0.086931,0.21069
0.00037656,0.0050105,0.025557,0.083625,0.20371
0.00036196,0.0048081,0.024535,0.080473,0.19699
0.00034811,0.0046161,0.023562,0.077464,0.19051
0.00033494,0.0044339,0.022639,0.074588,0.18427
0.00032242,0.0042606,0.021762,0.071845,0.17825
0.00031051,0.0040962,0.020927,0.069223,0.17246
0.00029917,0.0039399,0.020132,0.066718,0.16688
0.00028838,0.0037913,0.019376,0.064322,0.1615
0.00027809,0.0036498,0.018654,0.062032,0.15632
0.00026828,0.0035151,0.017966,0.059842,0.15133
0.00025892,0.0033868,0.017311,0.057746,0.14653
0.00024998,0.0032645,0.016685,0.055738,0.14189
0.00024145,0.0031478,0.016088,0.053817,0.13743
0.0002333,0.0030365,0.015518,0.051979,0.13313
0.00022551,0.0029302,0.014973,0.050217,0.12899
0.00021806,0.0028285,0.014452,0.048529,0.125
